gbifID,accessRights,bibliographicCitation,identifier,language,license,modified,references,rightsHolder,type,institutionID,collectionID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,sex,lifeStage,establishmentMeans,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,subfamily,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceAboveSurface,distanceAboveSurfaceAccuracy,distanceFromCentroidInMeters,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,eventType
3067812758,,,71622344,,CC_BY_NC_4_0,2021-10-14T00:25:01Z,https://www.inaturalist.org/observations/71622344,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71622344,71622344,,xinyangwang,,,,,,,PRESENT,,,,The fox run away with a rotatory gallop pattern.,,,,,,,,,,,2021-01-17T19:27:00,19:27:00-05:00,,,2021,1,17,2021/01/17 7:27 PM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.767471,-117.473261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160465643,,,,xinyangwang,,2021-03-20T15:45:06,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:19:40.597Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:19:40.597Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3067615161,,,58201705,,CC_BY_NC_4_0,2020-09-02T02:05:34Z,https://www.inaturalist.org/observations/58201705,John Eppler,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/58201705,58201705,,John Eppler,,,,,,,PRESENT,,,,"Red Fox (Vulpes vulpes) with a very dark coat on the Cassier Highway, Yukon Territory, Canada",,,,,,,,,,,2016-08-15T15:20:00,15:20:00-04:00,,,2016,8,15,2016/08/15 3:20 PM EDT,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,"Stikine Region, BC, Canada",,,,,,,,59.493557,-129.238695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127417424,,,,C Hewitt,,2020-09-01T00:30:02,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:18:07.508Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:18:07.508Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.26_1,Stikine,CAN.2.26.6_1,Stikine Region,LC,
3061779478,,,71370565,,CC_BY_NC_4_0,2021-10-14T00:16:15Z,https://www.inaturalist.org/observations/71370565,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71370565,71370565,,xinyangwang,,,,,,,PRESENT,,,,"A fox pass by, this leaves an alternating track pattern.",,,,,,,,,,,2021-01-15T06:04:00,06:04:00-05:00,,,2021,1,15,2021/01/15 6:04 AM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.767473,-117.47326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159826531,,,,xinyangwang,,2021-03-16T17:15:13,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:19:43.812Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:19:43.812Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3061778408,,,71370567,,CC_BY_NC_4_0,2021-10-14T00:16:13Z,https://www.inaturalist.org/observations/71370567,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71370567,71370567,,xinyangwang,,,,,,,PRESENT,,,,"The red fox leaves a trotting pattern, which should be identified as two-print trotting pattern.",,,,,,,,,,,2021-01-15T19:03:00,19:03:00-05:00,,,2021,1,15,2021/01/15 7:03 PM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.767472,-117.473261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159826533,,,,xinyangwang,,2021-03-16T17:15:13,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:19:19.494Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:19:19.494Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3061777480,,,71370566,,CC_BY_NC_4_0,2021-10-14T00:16:14Z,https://www.inaturalist.org/observations/71370566,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71370566,71370566,,xinyangwang,,,,,,,PRESENT,,,,The fox walking with a alternating track pattern.,,,,,,,,,,,2021-01-15T06:58:00,06:58:00-05:00,,,2021,1,15,2021/01/15 6:58 AM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.767472,-117.47326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159826532,,,,xinyangwang,,2021-03-16T17:15:13,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:19:26.601Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:19:26.601Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3061770824,,,71349369,,CC_BY_NC_4_0,2021-10-14T00:16:20Z,https://www.inaturalist.org/observations/71349369,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71349369,71349369,,xinyangwang,,,,,,,PRESENT,,,,"It standing for a while, then walk away. The track pattern should be an alternating track pattern.",,,,,,,,,,,2021-01-13T00:40:00,00:40:00-05:00,,,2021,1,13,2021/01/13 12:40 AM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.767473,-117.47326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159762746,,,,xinyangwang,,2021-03-16T06:52:45,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:01:05.539Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:01:05.539Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3061754329,,,71349372,,CC_BY_NC_4_0,2021-10-14T00:16:15Z,https://www.inaturalist.org/observations/71349372,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71349372,71349372,,xinyangwang,,,,,,,PRESENT,,,,"This fox seems looking for prey, and leaves a alternating track pattern with smaller stride.",,,,,,,,,,,2021-01-13T21:04:00,21:04:00-05:00,,,2021,1,13,2021/01/13 9:04 PM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.767473,-117.47326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159762750,,,,xinyangwang,,2021-03-16T06:52:46,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:01:08.782Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:01:08.782Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3061699383,,,71349371,,CC_BY_NC_4_0,2021-10-14T00:16:21Z,https://www.inaturalist.org/observations/71349371,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71349371,71349371,,xinyangwang,,,,,,,PRESENT,,,,"The fox jump and then run away, the track pattern should be a running pattern, but with one extreme long group length during the pattern.",,,,,,,,,,,2021-01-13T18:52:00,18:52:00-05:00,,,2021,1,13,2021/01/13 6:52 PM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.767473,-117.47326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159762749,,,,xinyangwang,,2021-03-16T06:52:46,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:01:03.317Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:01:03.317Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3061681490,,,71346723,,CC_BY_NC_4_0,2021-10-14T00:16:20Z,https://www.inaturalist.org/observations/71346723,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71346723,71346723,,xinyangwang,,,,,,,PRESENT,,,,"The fox waling at first, then stop and looking around for a few seconds, and run away. The track pattern should be an alternating track pattern first, and then become a running pattern, with hind tracks out in front.",,,,,,,,,,,2021-01-30T19:57:00,19:57:00-05:00,,,2021,1,30,2021/01/30 7:57 PM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.767473,-117.47326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159754071,,,,xinyangwang,,2021-03-16T05:06:50,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:01:06.251Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:01:06.251Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3061624203,,,71370569,,CC_BY_NC_4_0,2021-10-14T00:16:11Z,https://www.inaturalist.org/observations/71370569,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71370569,71370569,,xinyangwang,,,,,,,PRESENT,,,,"The fox standing for a while, then walking around and wandering.",,,,,,,,,,,2021-01-16T02:08:00,02:08:00-05:00,,,2021,1,16,2021/01/16 2:08 AM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.76747,-117.473257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159826537,,,,xinyangwang,,2021-03-16T17:15:14,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:19:45.076Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:19:45.076Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3061572121,,,71336024,,CC_BY_NC_4_0,2021-10-14T00:16:17Z,https://www.inaturalist.org/observations/71336024,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71336024,71336024,,xinyangwang,,,,,,,PRESENT,,,,"The red fox looks like trotting, the track pattern is a two-print trotting track pattern of dog family.",,,,,,,,,,,2021-02-27T06:59:00,06:59:00-05:00,,,2021,2,27,2021/02/27 6:59 AM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.767473,-117.47326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159725335,,,,xinyangwang,,2021-03-16T01:07:00,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:19:41.877Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:19:41.877Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3061563232,,,71336025,,CC_BY_NC_4_0,2021-10-14T00:16:18Z,https://www.inaturalist.org/observations/71336025,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71336025,71336025,,xinyangwang,,,,,,,PRESENT,,,,"This red fox is walking first, then stoped for a while, and walk away. The track pattern should be an alternating track pattern.",,,,,,,,,,,2021-01-24T23:33:00,23:33:00-05:00,,,2021,1,24,2021/01/24 11:33 PM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.767473,-117.47326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159725336,,,,xinyangwang,,2021-03-16T01:07:01,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:19:49.199Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:19:49.199Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3061561104,,,71341136,,CC_BY_NC_4_0,2021-10-14T00:16:19Z,https://www.inaturalist.org/observations/71341136,xinyangwang,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/71341136,71341136,,xinyangwang,,,,,,,PRESENT,,,,"The fox walking slow and seems looking for preys. The track pattern will be an alternating track pattern, with relatively small stride.",,,,,,,,,,,2021-01-25T07:17:00,07:17:00-05:00,,,2021,1,25,2021/01/25 7:17 AM EST,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,Õèáµï┐Õñºõ©ìÕêùÚóáÕôÑõ╝ªµ»öõ║Üþ£üõ©¡Õ║ôþë╣ÕÑêÕ£░Õî║,,,,,,,,49.767473,-117.47326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159739370,,,,xinyangwang,,2021-03-16T02:55:28,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:20:03.848Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:20:03.848Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.6_1,Central Kootenay,CAN.2.6.9_1,Central Kootenay H,LC,
3044847450,,,69746186,,CC_BY_NC_4_0,2021-03-09T05:27:50Z,https://www.inaturalist.org/observations/69746186,wheelhomie,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/69746186,69746186,,wheelhomie,,,,,,,PRESENT,,,,,,,,,,,,,,,2021-02-17T15:51:19,15:51:19Z,,,2021,2,17,Wed Feb 17 2021 15:51:19 GMT-0800 (PST),,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,"Pinchi Lake Rd, Fort St. James, BC, CA",,,,,,,,54.603397,-124.17992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155405638,,,,wheelhomie,,2021-02-18T01:25:18,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CA,2023-03-29T14:19:46.023Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:19:46.023Z,2023-03-28T11:22:53.478Z,FALSE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.2_1,Bulkley-Nechako,CAN.2.2.8_1,Bulkley-Nechako C,LC,
3039509029,,,69405622,,CC_BY_NC_4_0,2021-03-08T14:24:39Z,https://www.inaturalist.org/observations/69405622,nicholas-szatkowski,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/69405622,69405622,,nicholas-szatkowski,,,,,,,PRESENT,,,,,,,,,,,,,,,2008-03-07T16:12:00,16:12:00Z,,,2008,3,7,2008/03/07 4:12 PM UTC,,,,,,,,,,,NORTH_AMERICA,,,,CA,British Columbia,,,,"Stonehouse Creek, Chilkat Pass, BC, Canada",,,,,,,,59.62385,-136.454981,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154387073,,,,nicholas-szatkowski,,2021-02-11T09:45:05,,,,42069,,,,,,,,"Vulpes vulpes (Linnaeus, 1758)",,,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,,Vulpes,Vulpes,,,vulpes,,,SPECIES,,,,ACCEPTED,,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2023-03-29T14:19:03.721Z,,,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,StillImage,TRUE,FALSE,5219243,5219243,1,44,359,732,9701,5219234,,5219243,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,,DWC_ARCHIVE,2023-03-29T14:19:03.721Z,2023-03-28T11:22:53.478Z,TRUE,,CAN,Canada,CAN.2_1,British Columbia,CAN.2.26_1,Stikine,CAN.2.26.6_1,Stikine Region,LC,
